opcode	handler	handler_symbol	confidence	schema	static_paths	name	variable_operands	uses	resources	first_site
0x54	0x5468	bin_handler_move_scene_thread_to	verified	B	B	move_scene_thread_to	-	226	AHAL.BIN,BHAL.BIN,CHAL.BIN,CW1.BIN,CW2.BIN,CW3.BIN,CW4.BIN,CW5.BIN,CW6.BIN,DHAL.BIN,EHAL.BIN,FHAL.BIN,GANTRY.BIN,GHAL.BIN,GHALB.BIN,GHALPL.BIN,GHALPR.BIN,GHALS.BIN,HOLE.BIN,HOLE1.BIN,LOGO.BIN,NAGE.BIN,OUTE.BIN,OUTGL.BIN,OUTGR.BIN	LOGO.BIN@0x01b5
0x55	0x5487	bin_handler_snapshot_state	verified	-	-	snapshot_state	-	16	CP2.BIN,DOME.BIN,HOLE.BIN,HOLE1.BIN,INTRO.BIN,MENU.BIN,OUTA.BIN,OUTB.BIN,OUTC.BIN,OUTD.BIN,OUTE.BIN,OUTF.BIN,OUTGL.BIN,ROBOT.BIN,ROOM2.BIN	INTRO.BIN@0x001c
0x56	0x4535	bin_handler_nop	verified	-	-	nop	-	0	-	-
0x57	0x548d	bin_handler_play_sound_effect	verified	BH	BH	play_sound_effect	-	223	AHAL.BIN,BHAL.BIN,CHAL.BIN,COMBAT1.BIN,COMBAT2.BIN,COMBAT3.BIN,COMBAT4.BIN,COMBAT5.BIN,COMBAT6.BIN,COMBAT7.BIN,CP1.BIN,CP2.BIN,CP3.BIN,CULT.BIN,CW1.BIN,CW2.BIN,CW3.BIN,CW4.BIN,CW5.BIN,CW6.BIN,DENY.BIN,DHAL.BIN,DOME.BIN,EHAL.BIN,FACE.BIN,FEAR.BIN,FHAL.BIN,FIRST.BIN,GHAL.BIN,GHALB.BIN,GHALPL.BIN,GHALPR.BIN,GHALS.BIN,HOLE.BIN,HOLE1.BIN,JELO.BIN,KABLAM.BIN,LAW.BIN,LOGO.BIN,NAGE.BIN,OUTE.BIN,OUTGL.BIN,OUTGR.BIN,POWER.BIN,RICH.BIN,ROBOT.BIN,ROOM1.BIN,ROOM2.BIN,ROOM3.BIN,ROOM4.BIN	LOGO.BIN@0x018c
0x58	0x54a5	bin_handler_stop_sound_effect	verified	-	-	stop_sound_effect	-	253	AHAL.BIN,BHAL.BIN,CHAL.BIN,COMBAT1.BIN,COMBAT2.BIN,COMBAT3.BIN,COMBAT4.BIN,COMBAT5.BIN,COMBAT6.BIN,COMBAT7.BIN,CP1.BIN,CP2.BIN,CP3.BIN,CULT.BIN,CW1.BIN,CW2.BIN,CW3.BIN,CW4.BIN,CW5.BIN,CW6.BIN,DENY.BIN,DHAL.BIN,DOME.BIN,EHAL.BIN,FACE.BIN,FEAR.BIN,FHAL.BIN,FIRST.BIN,GHAL.BIN,GHALPL.BIN,GHALPR.BIN,GHALS.BIN,HOLE.BIN,HOLE1.BIN,JELO.BIN,KABLAM.BIN,LAW.BIN,LOGO.BIN,NAGE.BIN,OUTE.BIN,OUTGL.BIN,OUTGR.BIN,POWER.BIN,RICH.BIN,ROBOT.BIN,ROOM1.BIN,ROOM2.BIN,ROOM3.BIN,ROOM4.BIN	LOGO.BIN@0x0190
0x59	0x511e	bin_handler_wait_for_sound_effect	high	-	-	wait_for_sound_effect	-	51	COMBAT1.BIN,COMBAT2.BIN,COMBAT4.BIN,COMBAT5.BIN,COMBAT6.BIN,COMBAT7.BIN,CP1.BIN,CP2.BIN,CP3.BIN,CULT.BIN,DOME.BIN,FIRST.BIN,HOLE.BIN,HOLE1.BIN,KABLAM.BIN,POWER.BIN,ROOM1.BIN,ROOM3.BIN	KABLAM.BIN@0x01eb
0x5a	0x514d	bin_handler_jump_if_digital_audio_fallback	high	H	H	jump_if_digital_audio_fallback	-	11	FIRST.BIN,GHALPL.BIN,GHALPR.BIN,HOLE.BIN,HOLE1.BIN,OUTGL.BIN,OUTGR.BIN	FIRST.BIN@0x01d2
0x5b	0x54dc	bin_handler_set_scene_thread_direction	verified	B	B	set_scene_thread_direction	-	159	AHAL.BIN,BHAL.BIN,CHAL.BIN,DHAL.BIN,EHAL.BIN,FHAL.BIN,FIRST.BIN,GHAL.BIN,GHALB.BIN,GHALPL.BIN,GHALPR.BIN,GHALS.BIN,HOLE.BIN,HOLE1.BIN,LOGO.BIN,NAGE.BIN,OUTE.BIN,OUTGL.BIN,OUTGR.BIN	LOGO.BIN@0x01c4
0x5c	0x5504	bin_handler_configure_captain_bible_dialogue	verified	BBB	BBB	configure_captain_bible_dialogue	-	31	AHAL.BIN,BHAL.BIN,BOSS.BIN,CHAL.BIN,CP1.BIN,CP2.BIN,CP3.BIN,CULT.BIN,DENY.BIN,DHAL.BIN,DOME.BIN,EHAL.BIN,FACE.BIN,FEAR.BIN,FHAL.BIN,GHAL.BIN,GHALB.BIN,GHALS.BIN,JELO.BIN,LAW.BIN,MENU.BIN,NAGE.BIN,OVER.BIN,POWER.BIN,RICH.BIN,ROOM1.BIN,ROOM2.BIN,ROOM3.BIN	OVER.BIN@0x0283
0x5d	0x551f	bin_handler_configure_character_dialogue	verified	BBB	BBB	configure_character_dialogue	-	15	BOSS.BIN,CP1.BIN,CP2.BIN,CP3.BIN,CULT.BIN,DENY.BIN,FACE.BIN,FEAR.BIN,JELO.BIN,LAW.BIN,NAGE.BIN,RICH.BIN,ROOM3.BIN	FACE.BIN@0x07ef
0x5e	0x553a	bin_handler_set_deferred_scene_thread_target	high	H	H	set_deferred_scene_thread_target	-	0	-	-
0x5f	0x4e3d	bin_handler_start_linked_animation	verified	BBB	BBB	start_linked_animation	-	156	COMBAT2.BIN,COMBAT3.BIN,COMBAT5.BIN,COMBAT7.BIN,CP2.BIN,CULT.BIN,DENY.BIN,FEAR.BIN,GHALPL.BIN,GHALPR.BIN,OUTGL.BIN,OUTGR.BIN,ROBOT.BIN,ROOM1.BIN,ROOM4.BIN	ROBOT.BIN@0x045f
0x60	0x4535	bin_handler_nop	verified	-	-	nop	-	16	COMBAT1.BIN,COMBAT2.BIN,COMBAT3.BIN,COMBAT4.BIN,COMBAT5.BIN,COMBAT6.BIN,COMBAT7.BIN,CULT.BIN,DENY.BIN,FEAR.BIN,JELO.BIN,LAW.BIN,RICH.BIN,ROOM1.BIN,ROOM2.BIN,ROOM3.BIN	DENY.BIN@0x0000
0x61	0x5074	bin_handler_stop_scene_thread	high	B	B	stop_scene_thread	-	29	COMBAT1.BIN,COMBAT2.BIN,COMBAT5.BIN,COMBAT6.BIN,COMBAT7.BIN,CP2.BIN,CULT.BIN,DENY.BIN,DOME.BIN,FEAR.BIN,FHAL.BIN,HOLE.BIN,LAW.BIN,NAGE.BIN	CP2.BIN@0x1460
0x62	0x556e	bin_handler_store_mouse_x	verified	H	H	store_mouse_x	0	3	MENU.BIN,ROOM4.BIN	MENU.BIN@0x0108
0x63	0x5580	bin_handler_store_mouse_y	verified	H	H	store_mouse_y	0	1	MENU.BIN	MENU.BIN@0x010b
0x64	0x5592	bin_handler_jump_if_confirm_pressed	verified	H	H	jump_if_confirm_pressed	-	9	INTRO.BIN,LOGO.BIN,MENU.BIN,OVER.BIN,TITLE.BIN	LOGO.BIN@0x024f
0x65	0x55ba	bin_handler_clear_display_object_frames	verified	BB	BB	clear_display_object_frames	-	0	-	-
0x66	0x561c	bin_handler_advance_display_object_frames	verified	BBBB	BBBB	advance_display_object_frames	-	0	-	-
0x67	0x580e	bin_handler_request_restore_saved_game	verified	-	-	request_restore_saved_game	-	1	OVER.BIN	OVER.BIN@0x02d4
0x68	0x56c2	bin_handler_adjust_variable_1280_once	verified	H	H	adjust_variable_1280_once	0	2	CP2.BIN	CP2.BIN@0x16bb
0x69	0x56f4	bin_handler_load_bin_word	verified	HH	HH	load_bin_word	1	11	CP2.BIN,ROOM4.BIN	CP2.BIN@0x15d4
0x6a	0x5764	bin_handler_patch_bin_word_from_variable	verified	HH	HH	patch_bin_word_from_variable	1	25	CP2.BIN,KABLAM.BIN,OUTGL.BIN,OUTGR.BIN,ROOM4.BIN	KABLAM.BIN@0x021c
0x6b	0x5817	bin_handler_load_text_bank	verified	B	B	load_text_bank	-	13	CP2.BIN,DOME.BIN,FACE.BIN,FIRST.BIN,INTRO.BIN,MENU.BIN,OUTA.BIN,OUTB.BIN,OUTC.BIN,OUTD.BIN,OUTE.BIN,OUTF.BIN,OUTGL.BIN	INTRO.BIN@0x0000
0x6c	0x5690	bin_handler_rotate_palette_range	high	HHHH	HHHH	rotate_palette_range	3	40	COMBAT1.BIN,COMBAT2.BIN,COMBAT3.BIN,COMBAT4.BIN,COMBAT5.BIN,COMBAT6.BIN,COMBAT7.BIN,CP2.BIN,CP3.BIN,DHAL.BIN,FACE.BIN,INTRO.BIN,KABLAM.BIN,LOGO.BIN,POWER.BIN,ROOM1.BIN,ROOM2.BIN,ROOM4.BIN,TITLE.BIN	LOGO.BIN@0x025d
0x6d	0x5405	bin_handler_load_palette	verified	z	z	load_palette	-	5	AHAL.BIN,CP2.BIN,CP3.BIN,WIN.BIN	WIN.BIN@0x0648
0x6e	0x5431	bin_handler_start_primary_scene_thread_overlay	high	B	B	start_primary_scene_thread_overlay	-	0	-	-
0x6f	0x5117	bin_handler_wait_for_primary_scene_thread_overlay	high	-	-	wait_for_primary_scene_thread_overlay	-	0	-	-
0x70	0x4e16	bin_handler_unload_last_art	verified	-	-	unload_last_art	-	26	AHAL.BIN,BHAL.BIN,CHAL.BIN,CP1.BIN,CP2.BIN,DHAL.BIN,EHAL.BIN,FHAL.BIN,GHAL.BIN,GHALB.BIN,GHALS.BIN,ROOM3.BIN,ROOM4.BIN	CP2.BIN@0x1164
0x71	0x5726	bin_handler_load_bin_word_indirect	verified	HH	HH	load_bin_word_indirect	0,1	5	CP2.BIN	CP2.BIN@0x1136
0x72	0x5357	bin_handler_suspend_scene_thread	verified	-	-	suspend_scene_thread	-	126	AHAL.BIN,BHAL.BIN,CHAL.BIN,COMBAT1.BIN,COMBAT2.BIN,COMBAT3.BIN,COMBAT4.BIN,CP2.BIN,CP3.BIN,CULT.BIN,DENY.BIN,DHAL.BIN,EHAL.BIN,FEAR.BIN,FHAL.BIN,GHAL.BIN,GHALS.BIN,JELO.BIN,KABLAM.BIN,LAW.BIN,NAGE.BIN,POWER.BIN,RICH.BIN,ROOM4.BIN	KABLAM.BIN@0x01a6
0x73	0x45ac	bin_handler_jump_if_state_flag_clear	verified	BH	BH	jump_if_state_flag_clear	-	301	AHAL.BIN,BHAL.BIN,CHAL.BIN,COMBAT1.BIN,COMBAT2.BIN,COMBAT3.BIN,COMBAT4.BIN,COMBAT5.BIN,COMBAT7.BIN,CP1.BIN,CP3.BIN,CW1.BIN,CW2.BIN,CW3.BIN,CW4.BIN,CW5.BIN,CW6.BIN,DHAL.BIN,EHAL.BIN,FHAL.BIN,GANTRY.BIN,GHAL.BIN,GHALB.BIN,GHALS.BIN,NAGE.BIN,OUTA.BIN,OUTB.BIN,OUTC.BIN,OUTD.BIN,OUTE.BIN,OUTF.BIN,OUTGL.BIN,ROOM1.BIN,ROOM3.BIN	CP3.BIN@0x08fb
0x74	0x45d0	bin_handler_jump_if_state_flag_set	verified	BH	BH	jump_if_state_flag_set	-	355	AHAL.BIN,BHAL.BIN,CHAL.BIN,COMBAT1.BIN,COMBAT2.BIN,COMBAT3.BIN,COMBAT4.BIN,COMBAT5.BIN,COMBAT6.BIN,COMBAT7.BIN,CP2.BIN,CULT.BIN,CW1.BIN,CW2.BIN,CW3.BIN,CW4.BIN,CW5.BIN,CW6.BIN,DENY.BIN,DHAL.BIN,EHAL.BIN,FEAR.BIN,FHAL.BIN,GHAL.BIN,GHALB.BIN,GHALS.BIN,JELO.BIN,LAW.BIN,NAGE.BIN,OUTE.BIN,POWER.BIN,RICH.BIN,ROOM1.BIN,ROOM2.BIN,ROOM4.BIN	CP2.BIN@0x1433
0x75	0x45f0	bin_handler_clear_state_flag	verified	B	B	clear_state_flag	-	282	AHAL.BIN,BHAL.BIN,CHAL.BIN,COMBAT1.BIN,COMBAT2.BIN,COMBAT3.BIN,COMBAT4.BIN,COMBAT5.BIN,COMBAT7.BIN,CP1.BIN,CP2.BIN,CP3.BIN,CULT.BIN,CW1.BIN,CW2.BIN,CW3.BIN,CW4.BIN,CW5.BIN,CW6.BIN,DENY.BIN,DHAL.BIN,EHAL.BIN,FACE.BIN,FEAR.BIN,FHAL.BIN,GANTRY.BIN,GHAL.BIN,GHALB.BIN,GHALPL.BIN,GHALS.BIN,JELO.BIN,LAW.BIN,NAGE.BIN,OUTA.BIN,OUTB.BIN,OUTC.BIN,OUTD.BIN,OUTE.BIN,OUTF.BIN,OUTGL.BIN,OUTGR.BIN,OVER.BIN,POWER.BIN,RICH.BIN,ROBOT.BIN,ROOM1.BIN,ROOM2.BIN,ROOM3.BIN,ROOM4.BIN	OVER.BIN@0x02ab
0x76	0x45ff	bin_handler_set_state_flag	verified	B	B	set_state_flag	-	269	AHAL.BIN,BHAL.BIN,CHAL.BIN,COMBAT1.BIN,COMBAT2.BIN,COMBAT3.BIN,COMBAT4.BIN,COMBAT5.BIN,COMBAT7.BIN,CP1.BIN,CP2.BIN,CP3.BIN,CULT.BIN,CW1.BIN,CW2.BIN,CW3.BIN,CW4.BIN,CW5.BIN,CW6.BIN,DENY.BIN,DHAL.BIN,EHAL.BIN,FEAR.BIN,FHAL.BIN,FIRST.BIN,GANTRY.BIN,GHAL.BIN,JELO.BIN,LAW.BIN,NAGE.BIN,OUTA.BIN,OUTB.BIN,OUTC.BIN,OUTD.BIN,OUTE.BIN,OUTF.BIN,OUTGL.BIN,POWER.BIN,RICH.BIN,ROBOT.BIN,ROOM1.BIN,ROOM2.BIN,ROOM3.BIN,ROOM4.BIN	ROBOT.BIN@0x0434
0x77	0x461d	bin_handler_process_current_map_cell	verified	-	-	process_current_map_cell	-	111	AHAL.BIN,BHAL.BIN,CHAL.BIN,DHAL.BIN,EHAL.BIN,FHAL.BIN,FIRST.BIN,GHAL.BIN,GHALB.BIN,GHALS.BIN,OUTA.BIN,OUTB.BIN,OUTC.BIN,OUTD.BIN,OUTE.BIN,OUTF.BIN,OUTGL.BIN,OUTGR.BIN,POWER.BIN,ROOM1.BIN	FIRST.BIN@0x01ca
0x78	0x460e	bin_handler_load_map	verified	B	B	load_map	-	8	FIRST.BIN,OUTA.BIN,OUTB.BIN,OUTC.BIN,OUTD.BIN,OUTE.BIN,OUTF.BIN,OUTGL.BIN	FIRST.BIN@0x01af
0x79	0x46f2	bin_handler_clear_navigation_handlers	verified	-	-	clear_navigation_handlers	-	10	AHAL.BIN,BHAL.BIN,CHAL.BIN,DHAL.BIN,EHAL.BIN,FHAL.BIN,GHAL.BIN,GHALB.BIN,GHALS.BIN	GHALS.BIN@0x04d5
0x7a	0x5795	bin_handler_patch_bin_byte_from_variable	high	HH	HH	patch_bin_byte_from_variable	1	131	AHAL.BIN,BHAL.BIN,CHAL.BIN,COMBAT1.BIN,COMBAT2.BIN,COMBAT3.BIN,COMBAT4.BIN,COMBAT5.BIN,COMBAT6.BIN,COMBAT7.BIN,DHAL.BIN,EHAL.BIN,FHAL.BIN,GHAL.BIN,GHALB.BIN,GHALS.BIN,POWER.BIN,ROOM1.BIN,ROOM2.BIN,ROOM3.BIN,ROOM4.BIN	POWER.BIN@0x01a4
0x7b	0x4623	bin_handler_set_current_map_cell_kind	verified	H	H	set_current_map_cell_kind	0	30	AHAL.BIN,BHAL.BIN,CHAL.BIN,COMBAT1.BIN,COMBAT2.BIN,COMBAT3.BIN,COMBAT4.BIN,COMBAT5.BIN,COMBAT6.BIN,COMBAT7.BIN,DHAL.BIN,EHAL.BIN,FHAL.BIN,GHAL.BIN,GHALB.BIN,GHALS.BIN,POWER.BIN	POWER.BIN@0x0206
0x7c	0x469c	bin_handler_set_current_map_cell_parameter_a	verified	H	H	set_current_map_cell_parameter_a	0	5	COMBAT6.BIN,POWER.BIN,ROOM1.BIN	POWER.BIN@0x0214
0x7d	0x4672	bin_handler_configure_study_prompt	verified	BH	BH	configure_study_prompt	1	105	AHAL.BIN,BHAL.BIN,CHAL.BIN,COMBAT1.BIN,COMBAT2.BIN,COMBAT3.BIN,COMBAT4.BIN,COMBAT5.BIN,COMBAT7.BIN,CP2.BIN,CP3.BIN,CULT.BIN,DENY.BIN,DHAL.BIN,EHAL.BIN,FEAR.BIN,FHAL.BIN,GHAL.BIN,GHALB.BIN,GHALS.BIN,JELO.BIN,LAW.BIN,NAGE.BIN,OVER.BIN,POWER.BIN,RICH.BIN,ROOM1.BIN,ROOM2.BIN,ROOM4.BIN	OVER.BIN@0x02b2
0x7e	0x468c	bin_handler_blackout_palette	high	-	-	blackout_palette	-	73	AHAL.BIN,BHAL.BIN,CHAL.BIN,COMBAT1.BIN,COMBAT2.BIN,COMBAT3.BIN,COMBAT4.BIN,COMBAT5.BIN,COMBAT6.BIN,COMBAT7.BIN,DHAL.BIN,EHAL.BIN,FACE.BIN,FHAL.BIN,GHAL.BIN,GHALB.BIN,GHALPL.BIN,GHALPR.BIN,GHALS.BIN,NAGE.BIN,OUTA.BIN,OUTB.BIN,OUTC.BIN,OUTD.BIN,OUTE.BIN,OUTF.BIN,OUTGL.BIN,OUTGR.BIN,POWER.BIN,RICH.BIN,ROOM1.BIN,ROOM3.BIN,ROOM4.BIN	FACE.BIN@0x08dd
0x7f	0x46c7	bin_handler_set_current_map_cell_parameter_b	verified	H	H	set_current_map_cell_parameter_b	0	24	AHAL.BIN,BHAL.BIN,CHAL.BIN,DHAL.BIN,EHAL.BIN,FHAL.BIN,GHAL.BIN,GHALPL.BIN,GHALPR.BIN,NAGE.BIN,OUTGL.BIN,OUTGR.BIN	NAGE.BIN@0x10e3
0x80	0x4e80	bin_handler_jump_if_animation_active	high	BH	BH	jump_if_animation_active	-	55	COMBAT1.BIN,COMBAT2.BIN,COMBAT3.BIN,COMBAT4.BIN,COMBAT5.BIN,COMBAT7.BIN,GHALPL.BIN,GHALPR.BIN,OUTGL.BIN,OUTGR.BIN,RICH.BIN,ROOM4.BIN	RICH.BIN@0x1abd
0x81	0x4e73	bin_handler_reduce_faith	verified	H	H	reduce_faith	-	34	AHAL.BIN,BHAL.BIN,CHAL.BIN,COMBAT1.BIN,COMBAT2.BIN,COMBAT3.BIN,COMBAT4.BIN,COMBAT5.BIN,COMBAT7.BIN,DHAL.BIN,EHAL.BIN,FHAL.BIN,GHALS.BIN,POWER.BIN,ROOM1.BIN,ROOM3.BIN,ROOM4.BIN	POWER.BIN@0x0234
0x82	0x58f1	bin_handler_set_variable_random_modulo	high	HH	HH	set_variable_random_modulo	1	62	COMBAT1.BIN,COMBAT2.BIN,COMBAT3.BIN,COMBAT4.BIN,COMBAT5.BIN,COMBAT6.BIN,COMBAT7.BIN,FEAR.BIN,FHAL.BIN,LOGO.BIN,ROOM4.BIN	LOGO.BIN@0x01b8
0x83	0x57c6	bin_handler_copy_text_record_component_to_bin	verified	HBH	HBH	copy_text_record_component_to_bin	0	3	ROOM3.BIN	ROOM3.BIN@0x1768
0x84	0x56f9	bin_handler_load_bin_byte	verified	HH	HH	load_bin_byte	1	22	ROOM3.BIN,ROOM4.BIN	ROOM4.BIN@0x0307
0x85	0x55ec	bin_handler_hide_display_object	verified	B	B	hide_display_object	-	326	AHAL.BIN,BHAL.BIN,CHAL.BIN,COMBAT1.BIN,COMBAT2.BIN,COMBAT3.BIN,COMBAT6.BIN,DHAL.BIN,EHAL.BIN,FHAL.BIN,GHAL.BIN,GHALB.BIN,GHALS.BIN,NAGE.BIN,OUTE.BIN	NAGE.BIN@0x02d2
0x86	0x5604	bin_handler_show_display_object	verified	B	B	show_display_object	-	283	AHAL.BIN,BHAL.BIN,CHAL.BIN,COMBAT1.BIN,COMBAT2.BIN,COMBAT3.BIN,DHAL.BIN,EHAL.BIN,FHAL.BIN,GHAL.BIN,GHALB.BIN,GHALS.BIN,NAGE.BIN,OUTE.BIN	NAGE.BIN@0x138e
0x87	0x4696	bin_handler_normalize_map_cells	verified	-	-	normalize_map_cells	-	7	OUTA.BIN,OUTB.BIN,OUTC.BIN,OUTD.BIN,OUTE.BIN,OUTF.BIN,OUTGL.BIN	OUTF.BIN@0x014d
0x88	0x5861	bin_handler_clear_text_record_states	verified	-	-	clear_text_record_states	-	6	CW1.BIN,CW2.BIN,CW3.BIN,CW4.BIN,CW5.BIN,CW6.BIN	CW6.BIN@0x05a0
0x89	0x5883	bin_handler_mark_current_map_cell_explored	verified	-	-	mark_current_map_cell_explored	-	56	AHAL.BIN,BHAL.BIN,CHAL.BIN,CULT.BIN,DENY.BIN,DHAL.BIN,FEAR.BIN,FHAL.BIN,GHAL.BIN,GHALB.BIN,GHALS.BIN,JELO.BIN,LAW.BIN,NAGE.BIN,ROBOT.BIN,ROOM1.BIN,ROOM2.BIN,ROOM3.BIN,ROOM4.BIN	ROBOT.BIN@0x0456
0x8a	0x4ea6	bin_handler_jump_if_animation_finished	verified	BH	BH	jump_if_animation_finished	-	2	AHAL.BIN	AHAL.BIN@0x0a05
0x8b	0x5899	bin_handler_consume_random_text_record	high	-	-	consume_random_text_record	-	0	-	-
0x8c	0x4ed8	bin_handler_jump_if_no_combat	verified	H	H	jump_if_no_combat	-	3	POWER.BIN,ROOM4.BIN	POWER.BIN@0x01d7
0x8d	0x589f	bin_handler_jump_if_file_missing	verified	H	H	jump_if_file_missing	-	1	TITLE.BIN	TITLE.BIN@0x012c
0x8e	0x5905	bin_handler_sync_current_cell_flags_23_to_27	verified	-	-	sync_current_cell_flags_23_to_27	-	7	COMBAT1.BIN,COMBAT2.BIN,COMBAT3.BIN,COMBAT4.BIN,COMBAT5.BIN,COMBAT7.BIN,OUTE.BIN	COMBAT7.BIN@0x0c32
0x8f	0x491c	bin_handler_and_variables	high	HH	HH	and_variables	0,1	0	-	-
0x90	0x493b	bin_handler_and_variable	high	HH	HH	and_variable	1	0	-	-
0x91	0x5971	bin_handler_set_variable_current_cell_byte_modulo	verified	HH	HH	set_variable_current_cell_byte_modulo	1	1	ROOM3.BIN	ROOM3.BIN@0x169b
